price,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
6500,kombi,automatic,292,e_klasse,125000,petrol,mercedes_benz,yes,12.92
18550,limousine,automatic,105,golf,10000,,volkswagen,no,5
8990,cabrio,manual,241,andere,125000,petrol,honda,no,18.58
17400,limousine,manual,204,3er,100000,diesel,bmw,no,9.58
6400,bus,manual,140,sharan,150000,diesel,volkswagen,no,13.5
3380,bus,manual,88,transporter,150000,diesel,volkswagen,no,20.17
6990,bus,manual,125,altea,90000,petrol,seat,no,11.92
7900,bus,,116,b_klasse,60000,petrol,mercedes_benz,no,12.33
16900,limousine,automatic,143,,80000,petrol,sonstige_autos,no,31.58
12800,kombi,automatic,177,3er,125000,diesel,bmw,no,12.67
5600,kombi,automatic,150,passat,150000,diesel,volkswagen,no,19.67
1800,,manual,150,a6,150000,petrol,audi,,2.92
6700,cabrio,manual,71,fortwo,40000,petrol,smart,no,10.75
1399,small car,manual,67,getz,125000,petrol,hyundai,yes,14.58
15490,kombi,automatic,197,3er,150000,diesel,bmw,no,12.67
1100,others,manual,90,golf,150000,petrol,volkswagen,no,32.17
5900,bus,manual,125,andere,90000,petrol,mercedes_benz,,16.92
14900,kombi,manual,160,insignia,80000,diesel,opel,no,7.42
1199,small car,manual,101,3er,150000,,bmw,no,22.83
17200,bus,manual,86,transporter,150000,diesel,volkswagen,no,16.33
3290,small car,manual,64,polo,150000,petrol,volkswagen,no,15.08
12500,kombi,automatic,170,octavia,150000,diesel,skoda,no,10.08
4000,,manual,95,andere,100000,petrol,chevrolet,no,3
400,,manual,75,,80000,petrol,rover,,4
2899,,manual,150,3er,150000,diesel,bmw,no,2.08
9500,,manual,140,qashqai,125000,petrol,nissan,no,3
700,small car,manual,60,agila,150000,petrol,opel,no,20.25
1000,,manual,88,kangoo,5000,,renault,yes,4.17
1890,limousine,manual,65,astra,70000,petrol,opel,no,22.58
5750,bus,manual,105,golf,150000,diesel,volkswagen,no,13.33
2199,limousine,manual,136,3_reihe,150000,petrol,peugeot,no,15.25
3350,limousine,automatic,118,3er,150000,petrol,bmw,no,21.42
12990,kombi,manual,122,golf,60000,petrol,volkswagen,,8.92
5390,small car,manual,131,ibiza,150000,diesel,seat,no,13.5
8499,bus,manual,116,c_max,150000,diesel,ford,no,9.08
2000,bus,manual,101,zafira,150000,petrol,opel,,17.17
11850,cabrio,manual,156,3_reihe,100000,petrol,peugeot,no,10.33
1199,bus,manual,107,scenic,150000,petrol,renault,no,21.42
900,,manual,75,corsa,150000,,opel,no,3.83
12400,coupe,manual,129,andere,60000,petrol,mercedes_benz,no,9.33
10700,kombi,automatic,125,a3,150000,petrol,audi,no,11.25
24550,kombi,manual,179,a3,30000,petrol,audi,no,6.25
1390,small car,manual,101,golf,150000,petrol,volkswagen,no,21.33
1450,small car,manual,58,corsa,70000,petrol,opel,no,20.92
1490,kombi,manual,131,mondeo,150000,diesel,ford,no,18.58
7500,kombi,automatic,218,3er,150000,petrol,bmw,no,16
3250,bus,manual,116,almera,150000,petrol,nissan,no,15.25
32999,coupe,automatic,184,3er,40000,diesel,bmw,no,7.92
1750,limousine,manual,75,octavia,150000,petrol,skoda,no,18.17
1150,limousine,manual,133,100,150000,petrol,audi,no,30
5900,bus,manual,102,transporter,150000,diesel,volkswagen,no,18.08
28700,suv,automatic,245,x_reihe,150000,diesel,bmw,,10.5
10500,suv,manual,140,grand,100000,petrol,suzuki,no,14.33
4850,bus,,102,transporter,150000,diesel,volkswagen,,23
1350,coupe,manual,150,3er,150000,lpg,bmw,yes,24.83
14850,kombi,automatic,125,a3,40000,petrol,audi,no,9.5
899,small car,manual,50,lupo,150000,petrol,volkswagen,no,20.25
6800,small car,manual,60,fiesta,50000,petrol,ford,no,9.42
5500,small car,manual,75,clio,60000,petrol,renault,no,9.58
500,kombi,manual,102,3er,150000,petrol,bmw,no,23.83
9900,limousine,automatic,170,c_klasse,150000,diesel,mercedes_benz,no,13.67
3999,kombi,manual,150,3er,150000,diesel,bmw,no,16.42
3900,bus,manual,110,note,150000,petrol,nissan,no,14.92
2500,small car,manual,75,clio,125000,petrol,renault,no,17.67
5999,limousine,manual,122,1er,150000,diesel,bmw,no,15.5
10800,cabrio,manual,231,z_reihe,150000,petrol,bmw,no,17.42
35790,kombi,automatic,258,5er,50000,diesel,bmw,no,9.58
2700,kombi,manual,116,octavia,150000,lpg,skoda,no,17.58
1100,limousine,manual,125,andere,150000,diesel,saab,no,18.5
2599,bus,manual,126,andere,150000,lpg,kia,no,16.67
6499,limousine,manual,136,passat,150000,diesel,volkswagen,no,16.25
4500,cabrio,manual,136,andere,125000,petrol,rover,,16.67
1000,small car,manual,40,corsa,150000,petrol,opel,no,21.17
6299,small car,manual,80,polo,90000,petrol,volkswagen,no,11.25
5900,small car,manual,68,c1,40000,petrol,citroen,no,8.5
9999,small car,manual,90,polo,60000,petrol,volkswagen,no,8.58
9990,small car,manual,178,1er,100000,diesel,bmw,,13.92
27900,suv,automatic,200,andere,40000,diesel,ford,no,7.92
18900,limousine,automatic,197,3er,100000,diesel,bmw,no,11.25
15555,suv,automatic,239,touareg,150000,diesel,volkswagen,no,12.42
41900,suv,automatic,245,touareg,40000,diesel,volkswagen,no,6.67
1650,kombi,manual,65,combo,30000,diesel,opel,no,17.83
1999,limousine,manual,116,focus,90000,petrol,ford,no,21.33
7400,small car,automatic,54,fortwo,60000,diesel,smart,no,9.67
3400,limousine,manual,131,a4,150000,petrol,audi,no,18.83
5900,,automatic,130,,50000,,audi,no,19.5
21900,suv,automatic,174,wrangler,60000,petrol,jeep,no,17.83
1999,suv,automatic,170,,150000,diesel,sonstige_autos,no,14.92
7900,limousine,manual,163,3er,150000,diesel,bmw,no,15.25
600,,manual,179,leon,150000,petrol,seat,yes,3.33
24900,coupe,automatic,194,,30000,petrol,sonstige_autos,no,45.58
3900,small car,manual,80,polo,100000,petrol,volkswagen,no,13.58
3000,cabrio,automatic,203,andere,150000,petrol,chrysler,no,19.75
2250,limousine,manual,150,3er,150000,diesel,bmw,no,18.25
3690,small car,manual,75,2_reihe,80000,petrol,peugeot,no,11.67
2800,suv,manual,120,,100000,petrol,mitsubishi,no,20
899,small car,manual,58,clio,100000,petrol,renault,no,24.42
3200,suv,manual,136,x_trail,150000,diesel,nissan,,16.42
700,limousine,manual,115,andere,150000,petrol,kia,no,17.25
1450,kombi,manual,90,passat,5000,diesel,volkswagen,no,22.75
2400,limousine,manual,122,carisma,150000,petrol,mitsubishi,no,16.92
16790,kombi,manual,132,auris,20000,petrol,toyota,no,6.75
13970,limousine,manual,224,c_klasse,100000,diesel,mercedes_benz,no,13.67
1700,limousine,manual,90,civic,80000,petrol,honda,yes,17.42
20222,suv,manual,184,captiva,50000,diesel,chevrolet,no,7.17
6950,kombi,manual,232,a6,150000,diesel,audi,no,14.67
5999,kombi,manual,110,passat,150000,diesel,volkswagen,no,11.42
10299,small car,manual,90,one,125000,diesel,mini,no,10.17
1350,,manual,101,zafira,150000,,opel,yes,4
1700,limousine,manual,107,laguna,70000,petrol,renault,no,21.25
2499,kombi,automatic,146,mondeo,150000,petrol,ford,no,19.42
549,,manual,75,civic,150000,petrol,honda,,26
8249,limousine,manual,102,a4,80000,petrol,audi,no,14.33
1650,limousine,manual,75,fabia,150000,petrol,skoda,,21
500,small car,manual,60,2_reihe,150000,petrol,peugeot,yes,20.42
16500,limousine,automatic,240,phaeton,150000,diesel,volkswagen,no,11.42
2650,bus,,101,meriva,150000,petrol,opel,no,16.42
22750,cabrio,automatic,184,slk,90000,petrol,mercedes_benz,no,9.75
300,,manual,60,andere,150000,,citroen,,15
950,kombi,manual,155,a6,150000,diesel,audi,yes,19.83
3500,cabrio,manual,90,golf,150000,petrol,volkswagen,no,27.83
3500,limousine,manual,147,,150000,,opel,no,17.58
12000,kombi,manual,105,golf,125000,diesel,volkswagen,no,7.5
10980,limousine,manual,105,golf,100000,diesel,volkswagen,no,9.92
2000,,manual,140,transit,150000,diesel,ford,no,4.75
2200,limousine,manual,116,golf,150000,diesel,volkswagen,yes,19.58
2299,cabrio,manual,116,3er,150000,petrol,bmw,no,25.67
3300,limousine,manual,82,a_klasse,150000,petrol,mercedes_benz,no,16.17
2800,limousine,automatic,230,c_klasse,150000,petrol,mercedes_benz,,21
250,limousine,manual,60,ibiza,150000,,seat,yes,22.67
4650,limousine,manual,140,golf,150000,diesel,volkswagen,no,15.75
2190,limousine,manual,102,a_klasse,150000,petrol,mercedes_benz,no,17.83
430,kombi,manual,115,mondeo,150000,petrol,ford,,23.08
999,cabrio,manual,102,2_reihe,125000,petrol,peugeot,yes,17.25
5599,kombi,manual,105,golf,125000,diesel,volkswagen,no,12.75
11400,kombi,manual,180,a6,150000,diesel,audi,no,12.75
12800,coupe,manual,280,andere,125000,petrol,nissan,no,16.42
7999,suv,manual,150,antara,150000,diesel,opel,no,13.83
850,limousine,manual,68,golf,150000,diesel,volkswagen,yes,21.5
9400,small car,manual,135,punto,60000,petrol,fiat,no,10.92
650,small car,manual,75,polo,150000,petrol,volkswagen,yes,20.42
5900,small car,manual,86,rio,125000,petrol,kia,no,8.08
1000,,,75,,10000,,audi,,20
7250,limousine,automatic,218,7er,125000,diesel,bmw,no,19
3200,small car,manual,131,polo,50000,petrol,volkswagen,no,29.33
9100,kombi,manual,258,5er,150000,petrol,bmw,no,14.25
6500,kombi,manual,143,c_klasse,150000,petrol,mercedes_benz,no,15.42
23999,kombi,manual,184,3er,70000,diesel,bmw,no,10.92
6850,suv,manual,163,m_klasse,150000,diesel,mercedes_benz,no,18.58
1300,,manual,77,i_reihe,100000,petrol,hyundai,yes,4.75
625,kombi,automatic,144,omega,150000,petrol,opel,yes,20.42
3500,small car,manual,85,ibiza,150000,petrol,seat,,11.92
1850,kombi,manual,125,a4,150000,petrol,audi,no,23.58
1490,limousine,manual,101,vectra,125000,petrol,opel,no,20.5
33950,limousine,automatic,320,m_reihe,20000,petrol,bmw,no,5.17
5950,,manual,70,ibiza,90000,petrol,seat,,2.92
599,small car,manual,60,punto,150000,petrol,fiat,yes,18.33
16350,limousine,manual,140,leon,40000,petrol,seat,no,6.25
1250,kombi,manual,101,focus,150000,petrol,ford,no,19.25
24300,suv,manual,190,navara,80000,diesel,nissan,no,8.42
500,limousine,manual,150,156,150000,petrol,alfa_romeo,no,21.42
34900,limousine,automatic,190,a4,5000,petrol,audi,no,4.25
4545,bus,manual,116,golf,150000,petrol,volkswagen,no,15.75
6900,limousine,manual,122,1er,150000,petrol,bmw,yes,12.42
7000,bus,automatic,140,touran,150000,diesel,volkswagen,,16.58
2000,limousine,manual,125,,150000,petrol,opel,no,17.08
3980,kombi,manual,179,a6,150000,diesel,audi,no,16.58
500,limousine,manual,114,andere,125000,petrol,hyundai,no,25.25
300,small car,manual,50,polo,150000,petrol,volkswagen,yes,23
15450,limousine,automatic,184,3er,150000,petrol,bmw,no,8.5
3250,limousine,automatic,219,s_klasse,150000,petrol,mercedes_benz,,25.25
16999,suv,automatic,306,m_klasse,150000,petrol,mercedes_benz,no,14.25
2500,small car,manual,75,a2,150000,petrol,audi,no,20.83
8999,limousine,manual,129,3er,150000,petrol,bmw,no,14.92
9900,limousine,manual,143,a4,150000,diesel,audi,no,11.42
1499,kombi,manual,120,megane,150000,diesel,renault,no,17.83
16660,limousine,automatic,170,c_klasse,150000,diesel,mercedes_benz,no,11.92
1500,small car,manual,50,polo,150000,petrol,volkswagen,no,20.92
1800,limousine,automatic,170,5er,150000,petrol,bmw,yes,21
4950,kombi,manual,90,focus,125000,diesel,ford,no,13.58
9200,limousine,manual,122,3er,150000,diesel,bmw,no,14.67
11800,limousine,manual,105,golf,50000,diesel,volkswagen,no,8.75
700,limousine,manual,125,e_klasse,150000,diesel,mercedes_benz,,22.67
2900,small car,manual,68,1_reihe,150000,diesel,peugeot,no,15.75
12999,coupe,manual,250,golf,125000,petrol,volkswagen,no,14.08
499,limousine,manual,75,escort,70000,petrol,ford,no,24.33
680,coupe,manual,54,polo,5000,petrol,volkswagen,,27.5
600,kombi,manual,65,astra,150000,diesel,opel,,22.75
4500,limousine,manual,102,golf,150000,petrol,volkswagen,yes,15.75
1900,kombi,manual,75,focus,150000,diesel,ford,,17.58
6700,limousine,manual,105,a3,125000,diesel,audi,no,15.25
100,small car,manual,60,,150000,petrol,volkswagen,yes,23.08
5300,limousine,automatic,88,andere,100000,hybrid,honda,no,12
2500,small car,manual,82,a_klasse,150000,petrol,mercedes_benz,no,17
1270,small car,manual,68,justy,150000,petrol,subaru,no,21
4900,kombi,automatic,279,e_klasse,150000,petrol,mercedes_benz,no,18.5
6999,limousine,manual,170,golf,150000,petrol,volkswagen,no,13.33
1550,cabrio,manual,75,golf,150000,petrol,volkswagen,no,25.5
1600,kombi,manual,150,passat,150000,lpg,volkswagen,no,23.5
5700,kombi,manual,177,e_klasse,150000,diesel,mercedes_benz,no,16.42
3000,kombi,manual,170,astra,150000,petrol,opel,,16
5000,cabrio,manual,116,cooper,125000,petrol,mini,no,17
800,small car,manual,50,lupo,150000,petrol,volkswagen,,19.25
2200,suv,automatic,156,andere,150000,petrol,ford,no,24.83
7650,small car,manual,95,aveo,70000,diesel,chevrolet,no,10
61900,suv,automatic,258,range_rover_sport,30000,diesel,land_rover,no,6.33
12700,bus,automatic,140,touran,125000,diesel,volkswagen,no,11.25
2100,small car,manual,75,corsa,125000,petrol,opel,no,18.25
2200,limousine,manual,136,5er,150000,diesel,bmw,no,18.42
1300,kombi,manual,235,v40,150000,,volvo,no,22.92
5990,suv,automatic,185,andere,100000,petrol,ford,no,30
5800,bus,manual,125,transit,150000,diesel,ford,no,16.83
1150,limousine,manual,75,golf,150000,petrol,volkswagen,no,21.25
2800,cabrio,manual,68,c3,150000,diesel,citroen,no,12.08
3900,kombi,manual,102,caddy,150000,petrol,volkswagen,no,15.33
999,limousine,manual,125,carisma,150000,petrol,mitsubishi,no,21.92
8000,kombi,automatic,232,a4,150000,diesel,audi,no,14.67
3999,small car,manual,90,2_reihe,150000,diesel,peugeot,no,13.75
18200,kombi,manual,160,passat,90000,petrol,volkswagen,no,9.75
10590,limousine,manual,105,golf,70000,diesel,volkswagen,no,8.33
7990,limousine,automatic,224,andere,150000,petrol,mercedes_benz,no,15.25
11950,coupe,manual,179,a5,150000,petrol,audi,no,11.17
8299,cabrio,automatic,163,clk,150000,petrol,mercedes_benz,no,19.58
4800,small car,manual,75,twingo,70000,petrol,renault,no,8.33
16400,suv,manual,122,g_klasse,150000,petrol,mercedes_benz,no,28.08
999,limousine,manual,68,fabia,150000,petrol,skoda,no,20.5
16980,cabrio,manual,160,tt,90000,petrol,audi,no,11.17
1300,bus,manual,111,andere,150000,petrol,mitsubishi,no,25.42
700,kombi,manual,115,mondeo,150000,,ford,,21
8700,cabrio,manual,135,megane,50000,petrol,renault,no,16.42
4900,coupe,manual,150,andere,150000,petrol,volkswagen,no,28.25
1250,small car,manual,60,corsa,150000,petrol,opel,no,21.08
15000,coupe,manual,140,scirocco,90000,,volkswagen,,8.17
1050,small car,manual,60,fiesta,150000,petrol,ford,no,19.83
1250,small car,manual,58,cuore,125000,petrol,daihatsu,no,17.42
500,kombi,manual,125,a4,150000,petrol,audi,yes,23.08
850,coupe,manual,102,3er,150000,petrol,bmw,no,24
12490,coupe,manual,239,a5,150000,diesel,audi,,11.5
23499,limousine,manual,170,cooper,20000,diesel,mini,no,6.92
3790,small car,manual,76,twingo,125000,petrol,renault,no,11.25
21000,kombi,manual,184,5er,100000,diesel,bmw,no,8.17
2700,kombi,manual,131,passat,150000,diesel,volkswagen,no,18
3250,small car,manual,75,corsa,150000,diesel,opel,no,11.25
220,kombi,manual,136,omega,150000,petrol,opel,yes,25.25
2850,bus,automatic,160,andere,150000,petrol,chevrolet,no,25.33
2750,limousine,manual,23,andere,150000,petrol,trabant,no,57.75
990,small car,manual,54,corsa,125000,petrol,opel,,20.67
4500,kombi,automatic,163,a6,150000,diesel,audi,,16.67
19600,bus,manual,174,transporter,150000,diesel,volkswagen,,12.58
2750,small car,manual,60,ka,80000,petrol,ford,no,12.42
2250,kombi,manual,116,focus,150000,petrol,ford,no,18.92
6950,suv,automatic,270,andere,150000,petrol,chevrolet,no,17.83
22900,bus,automatic,140,caddy,20000,diesel,volkswagen,no,5.33
2000,small car,manual,54,polo,100000,petrol,volkswagen,no,35.25
9100,limousine,manual,110,golf,125000,diesel,volkswagen,no,11.67
1000,bus,manual,110,,150000,diesel,volkswagen,,22.08
17500,kombi,manual,194,insignia,100000,diesel,opel,no,8.42
4000,small car,manual,80,2_reihe,80000,petrol,peugeot,no,15.75
4999,small car,manual,101,ibiza,150000,petrol,seat,no,13.42
1000,kombi,manual,95,megane,150000,petrol,renault,no,20
4900,kombi,automatic,140,a4,125000,diesel,audi,yes,13.92
2600,kombi,manual,131,a6,150000,diesel,audi,no,16.83
2000,kombi,manual,150,bora,150000,petrol,volkswagen,no,21.25
2300,limousine,manual,52,matiz,80000,petrol,chevrolet,no,11.92
8000,,automatic,140,touran,150000,diesel,volkswagen,no,4.5
3999,limousine,manual,90,astra,125000,petrol,opel,no,15.17
3800,kombi,manual,140,c5,90000,petrol,citroen,no,15.33
850,,manual,75,2_reihe,150000,petrol,peugeot,,3.58
13890,small car,manual,90,clio,40000,diesel,renault,no,6.5
600,others,manual,68,andere,150000,diesel,seat,yes,21.42
1900,limousine,manual,110,3er,150000,petrol,bmw,,20
1999,,manual,26,601,80000,others,trabant,,3
6900,small car,manual,116,cooper,50000,petrol,mini,no,14.92
650,suv,manual,116,andere,150000,petrol,opel,yes,24.42
2250,kombi,manual,131,passat,150000,diesel,volkswagen,no,16.42
600,cabrio,manual,75,astra,150000,petrol,opel,no,24
12900,limousine,automatic,156,c_klasse,80000,petrol,mercedes_benz,no,12.42
15799,kombi,automatic,143,3er,150000,diesel,bmw,no,9.25
4999,cabrio,manual,150,80,150000,petrol,audi,,23.67
1600,small car,manual,94,fiesta,150000,petrol,ford,no,17.17
6300,kombi,automatic,143,c_klasse,150000,petrol,mercedes_benz,,16.75
11999,limousine,automatic,286,5er,150000,diesel,bmw,,13.58
3100,small car,manual,90,golf,150000,petrol,volkswagen,no,36.75
485,small car,manual,56,cuore,150000,,daihatsu,no,19.25
18500,limousine,manual,143,3er,100000,petrol,bmw,no,38.67
1500,kombi,manual,101,astra,150000,petrol,opel,,21
6490,bus,manual,140,alhambra,150000,diesel,seat,no,14.92
4150,kombi,manual,125,astra,150000,diesel,opel,no,11.17
116000,cabrio,automatic,430,911,30000,petrol,porsche,no,7.33
12500,limousine,automatic,116,3er,80000,diesel,bmw,no,9.42
11700,bus,automatic,224,andere,150000,diesel,mercedes_benz,no,14.42
3990,small car,automatic,71,fortwo,125000,petrol,smart,no,13.42
1500,limousine,manual,136,vectra,150000,petrol,opel,yes,21.5
1150,small car,automatic,150,147,150000,petrol,alfa_romeo,no,20
222,small car,manual,45,fiesta,150000,petrol,ford,,24.75
1100,,manual,60,,150000,,peugeot,,3
899,small car,manual,54,corsa,150000,petrol,opel,no,20
3700,limousine,manual,101,a3,150000,diesel,audi,no,18.33
1400,small car,manual,58,corsa,150000,petrol,opel,no,18.25
26900,cabrio,automatic,272,sl,70000,petrol,mercedes_benz,no,14.58
2200,limousine,manual,40,kadett,60000,petrol,opel,yes,56.25
3000,limousine,manual,147,vectra,125000,petrol,opel,no,19.75
1999,limousine,manual,150,3er,150000,petrol,bmw,no,22.5
799,small car,manual,60,micra,150000,petrol,nissan,no,20
6995,kombi,manual,163,3er,150000,diesel,bmw,no,14.83
900,small car,manual,50,polo,150000,petrol,volkswagen,yes,21.67
750,small car,manual,60,ka,150000,petrol,ford,no,17.58
1900,limousine,manual,75,golf,125000,petrol,volkswagen,,19
12349,limousine,manual,150,x_reihe,125000,diesel,bmw,no,13.25
4200,small car,manual,84,spark,70000,,chevrolet,,10.83
1050,cabrio,manual,90,andere,150000,petrol,nissan,no,25.42
3900,limousine,manual,200,omega,150000,petrol,opel,no,32.17
1390,small car,manual,60,corsa,90000,petrol,opel,no,24.83
12500,limousine,manual,125,superb,90000,petrol,skoda,no,9.5
3750,small car,manual,69,fox,150000,diesel,volkswagen,no,11.25
7490,cabrio,manual,170,3er,150000,petrol,bmw,no,17
3500,small car,manual,44,corsa,125000,,opel,no,16.92
14500,suv,automatic,334,,90000,petrol,sonstige_autos,no,18.58
13299,limousine,manual,170,leon,90000,diesel,seat,no,8.25
1300,kombi,manual,77,golf,150000,diesel,volkswagen,no,19.75
8499,suv,automatic,136,andere,125000,diesel,mitsubishi,no,13.25
5250,kombi,manual,184,3er,150000,diesel,bmw,no,19.08
1000,kombi,manual,101,passat,150000,,volkswagen,,22.67
34999,suv,automatic,200,wrangler,20000,diesel,jeep,no,5.33
2250,small car,manual,68,c1,125000,petrol,citroen,no,15.83
16900,kombi,automatic,200,a3,100000,petrol,audi,no,15
12800,bus,manual,102,transporter,150000,diesel,volkswagen,no,19.25
3650,small car,manual,75,fabia,125000,petrol,skoda,no,13.25
4750,limousine,manual,101,focus,50000,petrol,ford,no,14.58
8190,limousine,manual,140,a3,150000,diesel,audi,no,11.33
15500,kombi,manual,105,golf,60000,diesel,volkswagen,,8
3250,bus,manual,87,meriva,90000,petrol,opel,no,17.5
2950,limousine,manual,90,golf,150000,diesel,volkswagen,no,19.08
1200,kombi,manual,145,v70,150000,petrol,volvo,,22.25
2399,kombi,manual,286,5er,150000,petrol,bmw,no,21.5
11800,suv,,218,x_reihe,150000,diesel,bmw,,13.58
13900,coupe,automatic,266,3er,150000,diesel,bmw,no,14.92
8550,bus,manual,175,s_max,150000,diesel,ford,no,12
19990,coupe,manual,300,911,150000,petrol,porsche,no,22.58
1100,,manual,60,fiesta,90000,petrol,ford,,3.17
2999,kombi,manual,90,transit,150000,,ford,no,17.75
799,kombi,manual,125,,150000,petrol,volkswagen,,22.42
2100,small car,manual,101,focus,150000,petrol,ford,no,16.75
550,kombi,manual,71,astra,150000,petrol,opel,no,25.42
2599,limousine,automatic,116,,125000,petrol,opel,no,41.75
11700,limousine,manual,140,astra,70000,petrol,opel,no,9.5
8900,suv,manual,156,4_reihe,150000,diesel,peugeot,no,12.83
9000,limousine,manual,122,1er,80000,petrol,bmw,no,10.42
20750,limousine,manual,204,x_reihe,70000,diesel,bmw,no,9.33
3150,bus,manual,145,galaxy,125000,petrol,ford,yes,19.58
1850,small car,manual,58,corsa,150000,,opel,no,18.25
3500,small car,manual,68,andere,50000,petrol,suzuki,no,11.67
11982,small car,manual,69,polo,30000,petrol,volkswagen,no,6.33
23950,kombi,automatic,292,e_klasse,80000,petrol,mercedes_benz,no,10.92
6200,small car,manual,129,clio,100000,petrol,renault,no,11.42
22900,coupe,manual,272,3er,70000,petrol,bmw,no,10.25
1250,kombi,manual,75,3_reihe,5000,petrol,mazda,no,21
1299,,manual,116,80,150000,petrol,audi,,25
250,,manual,90,80,150000,,audi,no,4.83
3990,limousine,manual,116,3er,125000,petrol,bmw,no,16.67
1990,small car,manual,90,golf,150000,diesel,volkswagen,,19.33
27300,limousine,automatic,170,cooper,20000,diesel,mini,no,7
500,small car,manual,54,corsa,125000,petrol,opel,no,23.5
8900,cabrio,automatic,163,slk,150000,petrol,mercedes_benz,no,16.33
1790,kombi,,136,c5,150000,petrol,citroen,no,16.17
10300,kombi,automatic,177,3er,150000,diesel,bmw,no,10.08
6000,bus,manual,86,andere,125000,diesel,nissan,no,14.25
3399,limousine,manual,102,a3,150000,petrol,audi,no,16.33
2690,limousine,manual,75,golf,125000,petrol,volkswagen,no,18.92
11200,cabrio,manual,44,andere,10000,petrol,volkswagen,,50
2500,limousine,manual,140,156,150000,petrol,alfa_romeo,yes,16.5
34000,limousine,automatic,184,3er,50000,diesel,bmw,no,6.5
9000,limousine,manual,163,andere,100000,diesel,chevrolet,no,9.5
6000,limousine,manual,150,a3,125000,petrol,audi,no,16.5
430,small car,manual,75,lupo,150000,petrol,volkswagen,no,22
1200,small car,,61,fortwo,150000,petrol,smart,no,15.42
11300,limousine,automatic,224,a6,150000,diesel,audi,no,14.58
5695,small car,manual,75,twingo,40000,petrol,renault,no,11
6389,small car,automatic,120,2_reihe,60000,petrol,peugeot,no,12.42
7800,kombi,manual,140,passat,150000,diesel,volkswagen,no,12.25
3500,kombi,automatic,179,a6,150000,diesel,audi,yes,15.92
21000,suv,automatic,150,tiguan,90000,,volkswagen,no,9.83
1990,limousine,manual,101,vectra,100000,petrol,opel,no,20.08
4990,limousine,manual,116,astra,150000,diesel,opel,no,11.58
16400,limousine,automatic,163,3er,150000,diesel,bmw,no,10.5
2600,limousine,manual,116,3er,150000,petrol,bmw,no,18.17
10499,kombi,automatic,250,a3,150000,petrol,audi,no,14.5
1399,,manual,102,3er,150000,,bmw,,2.58
900,small car,manual,60,ka,150000,petrol,ford,no,21
1800,limousine,manual,150,5er,5000,petrol,bmw,no,22.42
8000,,manual,101,focus,40000,petrol,ford,,3.58
1500,kombi,manual,90,passat,150000,diesel,volkswagen,no,21.5
1000,limousine,manual,136,galant,100000,petrol,mitsubishi,,20.58
1200,kombi,manual,107,megane,150000,petrol,renault,,20.67
1549,limousine,manual,114,primera,150000,petrol,nissan,no,19.25
14590,kombi,manual,102,caddy,70000,diesel,volkswagen,no,8.92
1500,bus,manual,110,transit,150000,diesel,ford,yes,11.08
690,bus,manual,100,doblo,150000,diesel,fiat,,16.5
2500,bus,manual,136,b_klasse,150000,petrol,mercedes_benz,yes,14.17
24150,kombi,automatic,156,c_klasse,40000,petrol,mercedes_benz,no,6.08
350,kombi,manual,101,vectra,150000,petrol,opel,,23
1400,kombi,manual,165,a4,150000,petrol,audi,yes,20.17
4300,coupe,manual,150,,125000,,alfa_romeo,no,17.75
680,limousine,manual,90,a_klasse,150000,diesel,mercedes_benz,no,21.42
400,kombi,manual,90,,150000,diesel,citroen,yes,19.42
380,limousine,manual,71,astra,150000,petrol,opel,no,25.08
4300,kombi,manual,150,vectra,150000,diesel,opel,no,13.33
1290,small car,automatic,60,corsa,70000,petrol,opel,no,27
7999,kombi,manual,90,astra,10000,petrol,opel,no,11.92
7490,limousine,manual,150,3er,150000,petrol,bmw,no,14.5
3199,kombi,manual,106,astra,150000,petrol,opel,,15.67
4000,bus,manual,109,sprinter,150000,diesel,mercedes_benz,no,16.5
14999,kombi,automatic,232,a6,150000,diesel,audi,no,13.42
450,,manual,110,,150000,petrol,kia,yes,3.5
3400,small car,manual,68,c1,70000,petrol,citroen,no,11.42
10950,,manual,105,golf,80000,diesel,volkswagen,,4.75
13999,cabrio,manual,211,andere,40000,petrol,porsche,no,30.75
2000,kombi,manual,193,e_klasse,150000,petrol,mercedes_benz,no,25.5
11950,bus,manual,140,c_max,70000,diesel,ford,no,9.92
13600,suv,automatic,218,x_reihe,150000,diesel,bmw,,15.92
1999,small car,automatic,45,fortwo,125000,,smart,no,17.58
8650,kombi,,177,3er,150000,petrol,bmw,no,29.83
2250,cabrio,manual,110,golf,150000,diesel,volkswagen,,23.42
3600,cabrio,manual,170,3er,150000,petrol,bmw,no,20.92
9790,limousine,automatic,143,1er,150000,diesel,bmw,no,14
5700,kombi,manual,140,passat,150000,diesel,volkswagen,no,12.33
850,limousine,manual,60,golf,125000,petrol,volkswagen,no,27.83
3099,,manual,116,sharan,150000,diesel,volkswagen,no,3.92
2000,limousine,automatic,306,s_klasse,150000,petrol,mercedes_benz,no,20.25
777,small car,manual,58,twingo,150000,petrol,renault,no,20.25
1250,coupe,automatic,170,stilo,5000,petrol,fiat,,19.75
7000,bus,manual,130,vivaro,100000,diesel,opel,,13
1350,small car,manual,54,polo,125000,petrol,volkswagen,no,30.92
13500,others,manual,141,qashqai,100000,petrol,nissan,no,9.42
